TokenID,Lang,Target,Text,ENGGram
44021021,ENG,have been informed,"» They have been informed concerning you , that you teach all the Jews who are among the nations to forsake Moses . You tell them not to circumcise their children neither to walk after the customs .","present, participle"
44021021,DEU,,"Sie sind aber über dich berichtet worden , du lehrest alle Juden , die unter den Heiden sind , den Abfall von Mose , indem du sagest , sie sollten ihre Kinder nicht beschneiden und nicht nach den ( überlieferten ) Gebräuchen wandeln .",
44021021,CMN,,他们听说 ， 你教导所有在外族人中的犹太人背弃摩西 ， 叫他们不要给孩子行割礼 ， 也不要遵守规例。,
44021021,JPN,,ところが、彼らが伝え聞いているところによれば、あなたは異邦人の中にいるユダヤ人一同に対して、子供に割礼を施すな、またユダヤの慣例にしたがうなと言って、モーセにそむくことを教えている、ということである。,
44021023,ENG,have taken a vow,Do what we tell you . We have four men who have taken a vow .,"present, participle"
44021023,DEU,,"So tue nun das , was wir dir sagen ! Unter uns sind vier Männer , die ein Gelübde auf sich haben ;",
44021023,CMN,,你就照我们的话作吧 ， 我们这里有四个人 ， 都有愿在身。,
44021023,JPN,,ついては、今わたしたちが言うとおりのことをしなさい。わたしたちの中に、誓願を立てている者が四人いる。,
44021024,ENG,have heard,"Take these men and join in on their purification rites . Let them shave their heads . All will know there is no truth in the things they have heard about you , that you walk orderly and keep the law .","present, participle"
44021024,DEU,,"diese nimm mit dir , weihe dich mit ihnen und trage die Kosten für sie , damit sie das Haupt scheren . Dann werden alle erkennen , dass an dem , was ihnen über dich berichtet worden , nichts ist , sondern dass du ebenfalls als einer wandelst , der das Gesetz hält .",
44021024,CMN,,你把他们带去 ， 和他们 一 同行洁净礼 ， 并且替他们付钱 ， 让他们剃去头发 ， 这样大家就知道以前所听见关于你的事 ， 都不是真实的 ， 也知道你是遵守律法循规蹈矩而行的人。,
44021024,JPN,,この人たちを連れて行って、彼らと共にきよめを行い、また彼らの頭をそる費用を引き受けてやりなさい。そうすれば、あなたについて、うわさされていることは、根も葉もないことで、あなたは律法を守って、正しい生活をしていることが、みんなにわかるであろう。,
44021025,ENG,have believed,"Concerning those of the nations who have believed , we write : they should keep themselves from things sacrificed to idols , and from blood , and from what is strangled , and from fornication .","present, participle"
44021025,DEU,,"Was aber die gläubiggewordenen Heiden betrifft , so haben wir beschlossen und angeordnet , dass sie sich hüten sollen vor Götzenopferfleisch und Blut und Ersticktem und Unzucht .",
44021025,CMN,,至于信主的外族人 ， 我们已经写了信 ， 吩咐他们要禁戒祭偶像的食物、血、勒死的牲畜和淫乱。”,
44021025,JPN,,異邦人で信者になった人たちには、すでに手紙で、偶像に供えたものと、血と、絞め殺したものと、不品行とを、慎むようにとの決議が、わたしたちから知らせてある」。,
44021029a,ENG,had been (with him),"They had previously been with him in the city Trophimus the Ephesian , whom they supposed that Paul had brought into the Temple .","past, participle"
44021029a,DEU,,"Sie hatten nämlich vorher den Trophimus aus Ephesus mit ihm in der Stadt gesehen und meinten , Paulus habe ihn in den Tempel geführt .",
44021029a,CMN,,原来他们看见过以弗所人特罗非摩同保罗在城里 ， 就以为保罗带他进了殿。,
44021029a,JPN,,彼らは、前にエペソ人トロピモが、パウロと一緒に町を歩いていたのを見かけて、その人をパウロが宮の内に連れ込んだのだと思ったのである。,
44021029b,ENG,had brought,"They had previously been with him in the city Trophimus the Ephesian , whom they supposed that Paul had brought into the Temple .","past, participle"
44021029b,DEU,,"Sie hatten nämlich vorher den Trophimus aus Ephesus mit ihm in der Stadt gesehen und meinten , Paulus habe ihn in den Tempel geführt .",
44021029b,CMN,,原来他们看见过以弗所人特罗非摩同保罗在城里 ， 就以为保罗带他进了殿。,
44021029b,JPN,,彼らは、前にエペソ人トロピモが、パウロと一緒に町を歩いていたのを見かけて、その人をパウロが宮の内に連れ込んだのだと思ったのである。,
44021033,ENG,had done,Then the military commander came near and laid hold on him . He commanded that he be bound with two chains . He asked who he was and what he had done .,"past, participle"
44021033,DEU,,"Da ging der Oberst hinzu , liess ihn ergreifen und befahl , ihn mit zwei Ketten zu fesseln , und er erkundigte sich , wer er sei und was er getan habe .",
44021033,CMN,,于是千夫长上前捉住保罗 ， 吩咐人用两条铁链捆住他 ， 问他是什么人 ， 作过什么事。,
44021033,JPN,,千卒長は近寄ってきてパウロを捕え、彼を二重の鎖で縛っておくように命じた上、パウロは何者か、また何をしたのか、と尋ねた。,
44022014,ENG,has chosen,"» He said : ‘ The God of our ancestors has chosen you to know his will . You are to see his righteous servant , and to hear him speak with his own voice .","present, participle"
44022014,DEU,,"Er aber sprach : Der Gott unsrer Väter hat dich dazu bestimmt , seinen Willen zu erkennen und den Gerechten zu sehen und ein Wort aus seinem Munde zu hören .",
44022014,CMN,,他又说 ： ‘我们祖先的 神选派了你 ， 让你明白他的旨意 ， 看见那义者 ， 听见他口中的声音。,
44022014,JPN,,彼は言った、『わたしたちの先祖の神が、あなたを選んでみ旨を知らせ、かの義人を見させ、その口から声をお聞かせになった。,
44022015a,ENG,have seen,‘ You will be a witness for him to tell everyone what you have seen and heard .,"present, participle"
44022015a,DEU,,"Denn du sollst für ihn allen Menschen gegenüber Zeuge sein von dem , was du gesehen und gehört hast .",
44022015a,CMN,,因为你要把所看见所听见的 ， 向万人为他作见证。,
44022015a,JPN,,それはあなたが、その見聞きした事につき、すべての人に対して、彼の証人になるためである。,
44022015b,ENG,[have] heard,‘ You will be a witness for him to tell everyone what you have seen and heard .,"present, participle"
44022015b,DEU,,"Denn du sollst für ihn allen Menschen gegenüber Zeuge sein von dem , was du gesehen und gehört hast .",
44022015b,CMN,,因为你要把所看见所听见的 ， 向万人为他作见证。,
44022015b,JPN,,それはあなたが、その見聞きした事につき、すべての人に対して、彼の証人になるためである。,
44022025,ENG,has not been tried,"When they tied him up to be whipped Paul said to the officer standing there , » Is it lawful for you to whip a Roman citizen who has not been tried for a crime ? «","present, participle"
44022025,DEU,,"Als sie ihn aber für die ( Geisselung mit den ) Riemen vornübergestreckt hatten , sagte Paulus zu dem Hauptmann , der dastand : Ist es euch erlaubt , einen Römer , noch dazu ohne Gerichtsurteil , zu geisseln ?",
44022025,CMN,,士兵正用皮带绑他的时候 ， 保罗对站在旁边的百夫长说 ： “你们鞭打 一 个还没有定罪的罗马公民 ， 是合法的吗？”,
44022025,JPN,,彼らがむちを当てるため、彼を縛りつけていた時、パウロはそばに立っている百卒長に言った、「ローマの市民たる者を、裁判にかけもしないで、むち打ってよいのか」。,
44022029,ENG,had put (him in chains),At once the men who were going to question Paul drew back from him . The commander was frightened when he found out that Paul was a Roman citizen and that he had put him in chains .,"past, participle"
44022029,DEU,,"Alsbald nun standen die , welche ihn ( unter Geisselhieben ) verhören wollten , von ihm ab ; aber auch der Oberst fürchtete sich , da er erfahren hatte , dass er ein Römer sei , und weil er ihn hatte fesseln lassen .",
44022029,CMN,,于是那些要拷问他的人 ， 立刻离开他走了。千夫长既知道他是罗马公民 ， 又因捆绑过他 ， 就害怕起来。,
44022029,JPN,,そこで、パウロを取り調べようとしていた人たちは、ただちに彼から身を引いた。千卒長も、パウロがローマの市民であること、また、そういう人を縛っていたことがわかって、恐れた。,
44023001,ENG,have lived,Paul looked straight at the Council and said : » Fellow Israelites ! My conscience is perfectly clear about the way in which I have lived before God to this very day . «,"present, participle"
44023001,DEU,,"Paulus nun blickte auf den Hohen Rat und sprach : Ihr Brüder , ich bin mit allem guten Gewissen im Dienste Gottes gewandelt bis auf diesen Tag .",
44023001,CMN,,保罗定睛看着公议会的各人 ， 说 ： “各位弟兄 ， 我在 神面前 ， 行事为人 一 向都是凭着良心的。”,
44023001,JPN,,パウロは議会を見つめて言った、「兄弟たちよ、わたしは今日まで、神の前に、ひたすら明らかな良心にしたがって行動してきた」。,
44023009,ENG,has spoken,"There arose a great cry . The scribes who were on the Pharisees’ side arose and spoke , » We find no evil in this man . But if a spirit or an angel has spoken to him , let us not fight against God . «","present, participle"
44023009,DEU,,"Es erhob sich aber ein grosses Geschrei , und einige der Schriftgelehrten von der Partei der Pharisäer standen auf , stritten und sagten : Wir finden an diesem Menschen nichts Böses . Wenn aber ein Geist zu ihm geredet hat oder ein Engel - ?",
44023009,CMN,,于是众人大嚷大闹 ， 有几个法利赛派的经学家站起来辩论说 ： “我们看不出这个人作过什么坏事 ； 说不定有灵或天使对他说过话。”,
44023009,JPN,,そこで、大騒ぎとなった。パリサイ派のある律法学者たちが立って、強く主張して言った、「われわれは、この人には何も悪いことがないと思う。あるいは、霊か天使かが、彼に告げたのかも知れない」。,
44023012,ENG,had killed,When day arrived some of the Jews came together and united with an oath saying that they would neither eat nor drink until they had killed Paul .,"past, participle"
44023012,DEU,,"ALS es nun Tag geworden war , rotteten sich die Juden zusammen und schwuren mit einem Fluch wider sich selbst , weder zu essen noch zu trinken , bis sie den Paulus getötet hätten .",
44023012,CMN,,到了天亮 ， 犹太人在 一 起秘密计谋 ， 并且发誓说 ， 不杀保罗 ， 就不吃不喝。,
44023012,JPN,,夜が明けると、ユダヤ人らは申し合わせをして、パウロを殺すまでは飲食をいっさい断つと、誓い合った。,
44023014a,ENG,have united,They went to the chief priests and elders and said : » We have united with a great oath that we will eat nothing until we have killed Paul .,"present, participle"
44023014a,DEU,,"Und sie gingen zu den Hohenpriestern und den Ältesten und sagten : Wir haben uns mit einem Fluch wider uns selbst feierlich verschworen , nichts zu geniessen , bis wir den Paulus getötet haben .",
44023014a,CMN,,他们来见众祭司长和长老 ， 说 ： “我们已经发了誓 ， 不杀保罗 ， 就不吃东西。,
44023014a,JPN,,彼らは、祭司長たちや長老たちのところに行って、こう言った。「われわれは、パウロを殺すまでは何も食べないと、堅く誓い合いました。,
44023014b,ENG,have killed,They went to the chief priests and elders and said : » We have united with a great oath that we will eat nothing until we have killed Paul .,"present, participle"
44023014b,DEU,,"Und sie gingen zu den Hohenpriestern und den Ältesten und sagten : Wir haben uns mit einem Fluch wider uns selbst feierlich verschworen , nichts zu geniessen , bis wir den Paulus getötet haben .",
44023014b,CMN,,他们来见众祭司长和长老 ， 说 ： “我们已经发了誓 ， 不杀保罗 ， 就不吃东西。,
44023014b,JPN,,彼らは、祭司長たちや長老たちのところに行って、こう言った。「われわれは、パウロを殺すまでは何も食べないと、堅く誓い合いました。,
44023020,ENG,have agreed,He said : » The Jewish authorities have agreed to ask you tomorrow to take Paul down to the Council . They want you to pretend the Council wants to get more accurate information about him .,"present, participle"
44023020,DEU,,"Er antwortete : Die Juden sind übereingekommen , dich zu bitten , du möchtest morgen den Paulus in den Hohen Rat hinabführen lassen , als wollte dieser über ihn etwas Genaueres ermitteln .",
44023020,CMN,,他说 ： “犹太人已经约好了 ， 要求你明天把保罗带到公议会里去 ， 装作要详细审查他。,
44023020,JPN,,若者が言った、「ユダヤ人たちが、パウロのことをもっと詳しく取調べをすると見せかけて、あす議会に彼を連れ出すように、あなたに頼むことに決めています。,
44023021,ENG,have killed,» Do not give in to them . There are more than forty men lying in wait for him . They are united with an oath that they will neither eat nor drink until they have killed him . Now they are ready and looking for a promise from you . «,"present, participle"
44023021,DEU,,"Du nun lass dich nicht von ihnen bereden , denn mehr als vierzig Männer von ihnen lauern ihm auf , die sich mit einem Fluch wider sich selbst verschworen haben , weder zu essen noch zu trinken , bis sie ihn getötet hätten ; und jetzt sind sie bereit und warten auf die Zusage von dir .",
44023021,CMN,,你不要听他们 ， 因为他们有四十多人正在埋伏起来等着保罗 ； 他们发了誓 ， 不杀保罗 ， 就不吃不喝。现在他们已经准备好了 ， 只等你答应。”,
44023021,JPN,,どうぞ、彼らの頼みを取り上げないで下さい。四十人あまりの者が、パウロを待伏せしているのです。彼らは、パウロを殺すまでは飲食をいっさい断つと、堅く誓い合っています。そして、いま手はずをととのえて、あなたの許可を待っているところなのです」。,
44023022,ENG,have told,"So the commander sent the young man away commanding , » Tell no one that you have told these things to me . «","present, participle"
44023022,DEU,,"Da entliess der Oberst den Jüngling und gebot ihm : Verrate niemandem , dass du dies bei mir angezeigt hast !",
44023022,CMN,,千夫长嘱咐那青年人 ： “不要告诉人你把这事告诉了我。”然后就打发他走了。,
44023022,JPN,,そこで千卒長は、「このことをわたしに知らせたことは、だれにも口外するな」と命じて、若者を帰した。,
44024003a,ENG,have seen,"» We have seen peace under your rule . Excellent accomplishments have come to this nation due to your forethought . We acknowledge this with profound gratitude , most excellent Felix .","present, participle"
44024003a,DEU,,"nehmen wir es , hochangesehener Felix , mit aller Dankbarkeit an .",
44024003a,CMN,,我们随时随地感激不尽。,
44024003a,JPN,,あらゆる方面に、またいたるところで改善されていることは、わたしたちの感謝してやまないところであります。,
44024003b,ENG,have come,"» We have seen peace under your rule . Excellent accomplishments have come to this nation due to your forethought . We acknowledge this with profound gratitude , most excellent Felix .","present, participle"
44024003b,DEU,,"nehmen wir es , hochangesehener Felix , mit aller Dankbarkeit an .",
44024003b,CMN,,我们随时随地感激不尽。,
44024003b,JPN,,あらゆる方面に、またいたるところで改善されていることは、わたしたちの感謝してやまないところであります。,
44024005,ENG,have found (to be...),» We have found this man to be a troublemaker who stirs up sedition resists lawful authority among all the Jews throughout the world . He is a ringleader of the sect of the Nazarenes .,"present, participle"
44024005,DEU,,"Da wir nämlich diesen Mann als eine Pest und als Anstifter von Unruhen für alle Juden auf dem Erdkreis und als Vorkämpfer der Sekte der Nazoräer erfunden haben ,",
44024005,CMN,,我们看这个人就像瘟疫 一 样 ， 是煽动普天下犹太人生乱的人 ， 又是拿撒勒派的首领。,
44024005,JPN,,さて、この男は、疫病のような人間で、世界中のすべてのユダヤ人の中に騒ぎを起している者であり、また、ナザレ人らの異端のかしらであります。,
44024010,ENG,have been a judge,"The governor motioned for Paul to speak . He said , » I know that you have been a judge for this nation for many years . For this reason I cheerfully make my defense .","present, participle"
44024010,DEU,,"UND Paulus antwortete , als ihm der Statthalter winkte , er solle reden : Da ich weiss , dass du seit vielen Jahren über dieses Volk Richter bist , verteidige ich meine Sache guten Mutes ,",
44024010,CMN,,总督向保罗示意 ， 叫他说话 ， 他就说 ： “我知道你在本国审案多年 ， 所以乐意为自己申辩。,
44024010,JPN,,そこで、総督が合図をして発言を促したので、パウロは答弁して言った。「閣下が、多年にわたり、この国民の裁判をつかさどっておられることを、よく承知していますので、わたしは喜んで、自分のことを弁明いたします。,
44024019,ENG,should have been here,» They should have been here before you to testify against me .,"should, participle"
44024019,DEU,,"einige Juden aus Asia aber , die sollten vor dir zugegen sein und Klage führen , wenn sie etwas wider mich vorzubringen hätten .",
44024019,CMN,,只有几个从亚西亚来的犹太人而已。他们若有事要控告我 ， 就应该到你面前来控告。,
44024019,JPN,,ところが、アジヤからきた数人のユダヤ人が――彼らが、わたしに対して、何かとがめ立てをすることがあったなら、よろしく閣下の前にきて、訴えるべきでした。,
44025008,ENG,have committed sin,"Paul defended himself : » Neither against the law of the Jews , neither against the temple , nor yet against Caesar , have I committed any sin . «","present, participle"
44025008,DEU,,während Paulus zu seiner Verteidigung sagte : Weder gegen das Gesetz der Juden noch gegen den Tempel noch gegen den Kaiser habe ich etwas verbrochen .,
44025008,CMN,,保罗申辩说 ： “无论对犹太人的律法、圣殿或凯撒 ， 我都没有罪。”,
44025008,JPN,,パウロは「わたしは、ユダヤ人の律法に対しても、宮に対しても、またカイザルに対しても、なんら罪を犯したことはない」と弁明した。,
44025010,ENG,have done (nothing wrong),"» I stand at Caesar’s court , « Paul replied , » where I ought to be judged . I have done nothing wrong to the Jews , as you are finding out .","present, participle"
44025010,DEU,,"Paulus aber sagte : Ich stehe vor dem Richterstuhl des Kaisers , und da muss ich gerichtet werden . Den Juden habe ich kein Unrecht getan , wie auch du recht gut einsiehst .",
44025010,CMN,,保罗说 ： “我现在站在凯撒的审判台前 ， 这里是我应当受审的地方。我对犹太人并没有作过什么不对的事 ， 这是你清楚知道的。,
44025010,JPN,,パウロは言った、「わたしは今、カイザルの法廷に立っています。わたしはこの法廷で裁判されるべきです。よくご承知のとおり、わたしはユダヤ人たちに、何も悪いことをしてはいません。,
44025011,ENG,have committed (any thing...),"» If I am a wrongdoer , or have committed any thing worthy of death , I do not refuse to die . But if charges brought against me by the Jews are not true no man has the right to hand me over to them . I appeal to Caesar . «","present, participle"
44025011,DEU,,"Bin ich nun im Unrecht und habe ich etwas Todeswürdiges begangen , so weigere ich mich nicht , zu sterben . Ist aber nichts an dem , dessen diese mich anklagen , so kann mich niemand ihnen preisgeben . Ich lege Berufung an den Kaiser ein .",
44025011,CMN,,我若作过不对的事 ， 犯过什么该死的罪 ， 就是死我也不推辞。不过 ， 如果这些人告我的事不是真的 ， 谁也不可以把我送给他们。我要向凯撒上诉。”,
44025011,JPN,,もしわたしが悪いことをし、死に当るようなことをしているのなら、死を免れようとはしません。しかし、もし彼らの訴えることに、なんの根拠もないとすれば、だれもわたしを彼らに引き渡す権利はありません。わたしはカイザルに上訴します」。,
44025012,ENG,have appealed,Then Festus conferred with his council and answered : » Have you appealed to Caesar ? To Caesar you shall go . «,"present, participle"
44025012,DEU,,Da besprach sich Festus mit seinem Rat und antwortete : An den Kaiser hast du Berufung eingelegt ; zum Kaiser sollst du ziehen .,
44025012,CMN,,非斯都同议会商量后 ， 答复说 ： “你既然要向凯撒上诉 ， 可以到凯撒那里去。”,
44025012,JPN,,そこでフェストは、陪席の者たちと協議したうえ答えた、「おまえはカイザルに上訴を申し出た。カイザルのところに行くがよい」。,
44025024,ENG,have dealt with,"Festus said , » King Agrippa and all men who are present with us , you see this man , about whom all the crowds of the Jews have dealt with me , both at Jerusalem , and also here , crying that he should not live any longer .","present, participle"
44025024,DEU,,"Da sagte Festus : König Agrippa und ihr Männer alle , die ihr mit uns zugegen seid , hier seht ihr den , wegen dessen die ganze Menge der Juden mich in Jerusalem und auch hier bestürmte , indem sie riefen , er dürfe nicht länger leben .",
44025024,CMN,,非斯都说 ： “亚基帕王和在座的各位 ， 请看这个人。耶路撒冷和本地的犹太人都向我请求 ， 嚷着说这个人不该活着。,
44025024,JPN,,そこで、フェストが言った、「アグリッパ王、ならびにご臨席の諸君。ごらんになっているこの人物は、ユダヤ人たちがこぞって、エルサレムにおいても、また、この地においても、これ以上、生かしておくべきでないと叫んで、わたしに訴え出ている者である。,
44025025a,ENG,had committed,» I found that he had committed nothing worthy of death . He has appealed to Augustus and I have determined to send him .,"past, participle"
44025025a,DEU,,"Ich aber wurde inne , dass er nichts Todeswürdiges begangen habe ; da dieser jedoch selbst Berufung an die kaiserliche Majestät eingelegt hat , habe ich beschlossen , ihn hinzusenden .",
44025025a,CMN,,我查明他没有犯什么该死的罪 ， 但是他自己既然要向皇上上诉 ， 我就决定把他解去。,
44025025a,JPN,,しかし、彼は死に当ることは何もしていないと、わたしは見ているのだが、彼自身が皇帝に上訴すると言い出したので、彼をそちらへ送ることに決めた。,
44025025b,ENG,has appealed,» I found that he had committed nothing worthy of death . He has appealed to Augustus and I have determined to send him .,"present, participle"
44025025b,DEU,,"Ich aber wurde inne , dass er nichts Todeswürdiges begangen habe ; da dieser jedoch selbst Berufung an die kaiserliche Majestät eingelegt hat , habe ich beschlossen , ihn hinzusenden .",
44025025b,CMN,,我查明他没有犯什么该死的罪 ， 但是他自己既然要向皇上上诉 ， 我就决定把他解去。,
44025025b,JPN,,しかし、彼は死に当ることは何もしていないと、わたしは見ているのだが、彼自身が皇帝に上訴すると言い出したので、彼をそちらへ送ることに決めた。,
44025025c,ENG,have determined (to send),» I found that he had committed nothing worthy of death . He has appealed to Augustus and I have determined to send him .,"present, participle"
44025025c,DEU,,"Ich aber wurde inne , dass er nichts Todeswürdiges begangen habe ; da dieser jedoch selbst Berufung an die kaiserliche Majestät eingelegt hat , habe ich beschlossen , ihn hinzusenden .",
44025025c,CMN,,我查明他没有犯什么该死的罪 ， 但是他自己既然要向皇上上诉 ， 我就决定把他解去。,
44025025c,JPN,,しかし、彼は死に当ることは何もしていないと、わたしは見ているのだが、彼自身が皇帝に上訴すると言い出したので、彼をそちらへ送ることに決めた。,
44025026,ENG,have brought (him) forth,"» I have no certain thing to write to my lord . I have brought him forth before you , and especially before you , O king Agrippa , that , after examination I might have something to write .","present, participle"
44025026,DEU,,"Doch weiss ich dem Herrn nichts Zuverlässiges über ihn zu schreiben . Daher habe ich ihn euch und vor allem dir , König Agrippa , vorführen lassen , damit ich nach geschehener Untersuchung weiss , was ich schreiben soll .",
44025026,CMN,,关于这个人 ， 我没有什么可以呈奏主上的。所以把他带到你们面前 ， 特别是你亚基帕王面前 ， 为要在审查之后 ， 有所陈奏。,
44025026,JPN,,ところが、彼について、主君に書きおくる確かなものが何もないので、わたしは、彼を諸君の前に、特に、アグリッパ王よ、あなたの前に引き出して、取調べをしたのち、上書すべき材料を得ようと思う。,
44026016a,ENG,have appeared,"» Stand up on your feet . I have appeared to you for this purpose , to make you a minister and a witness both of these things that you have seen , and of those things I will show to you .","present, participle"
44026016a,DEU,,"Doch steh auf und stelle dich auf deine Füsse ! Denn dazu bin ich dir erschienen , dich zu bestimmen zum Diener und Zeugen dessen , wie du mich gesehen hast , und dessen , wie ich dir ( künftig ) erscheinen werde .",
44026016a,CMN,,你起来 ， 站着 ， 我向你显现 ， 是要指派你为我工作。你要为你所见过的事 ， 和我将要向你显明的事作见证。,
44026016a,JPN,,さあ、起きあがって、自分の足で立ちなさい。わたしがあなたに現れたのは、あなたがわたしに会った事と、あなたに現れて示そうとしている事とをあかしし、これを伝える務に、あなたを任じるためである。,
44026016b,ENG,have seen,"» Stand up on your feet . I have appeared to you for this purpose , to make you a minister and a witness both of these things that you have seen , and of those things I will show to you .","present, participle"
44026016b,DEU,,"Doch steh auf und stelle dich auf deine Füsse ! Denn dazu bin ich dir erschienen , dich zu bestimmen zum Diener und Zeugen dessen , wie du mich gesehen hast , und dessen , wie ich dir ( künftig ) erscheinen werde .",
44026016b,CMN,,你起来 ， 站着 ， 我向你显现 ， 是要指派你为我工作。你要为你所见过的事 ， 和我将要向你显明的事作见证。,
44026016b,JPN,,さあ、起きあがって、自分の足で立ちなさい。わたしがあなたに現れたのは、あなたがわたしに会った事と、あなたに現れて示そうとしている事とをあかしし、これを伝える務に、あなたを任じるためである。,
44026024,ENG,has made (you) mad,"While he was defending himself , Festus said with a loud voice : » Paul , you are beside yourself . Much learning has made you mad . «","present, participle"
44026024,DEU,,"Als er aber dies zu seiner Verteidigung vorbrachte , sagte Festus mit lauter Stimme : Paulus , du bist von Sinnen ! Die grosse Gelehrsamkeit bringt dich von Sinnen .",
44026024,CMN,,保罗申诉到这里 ， 非斯都大声说 ： “保罗 ！ 你疯了 ； 你的学问太大 ， 使你疯了 ！ ”,
44026024,JPN,,パウロがこのように弁明をしていると、フェストは大声で言った、「パウロよ、おまえは気が狂っている。博学が、おまえを狂わせている」。,
44026032a,ENG,might have been set free,"Then Agrippa said to Festus , » This man might have been set free if he had not appealed to Caesar . «","might, participle"
44026032a,DEU,,"Agrippa aber sagte zu Festus : Dieser Mensch hätte freigelassen werden können , wenn er nicht Berufung an den Kaiser eingelegt hätte .",
44026032a,CMN,,亚基帕对非斯都说 ： “这个人若没有向凯撒上诉 ， 早就可以释放了。”,
44026032a,JPN,,そして、アグリッパがフェストに言った、「あの人は、カイザルに上訴していなかったら、ゆるされたであろうに」。,
44026032b,ENG,had not appealed,"Then Agrippa said to Festus , » This man might have been set free if he had not appealed to Caesar . «","past, participle"
44026032b,DEU,,"Agrippa aber sagte zu Festus : Dieser Mensch hätte freigelassen werden können , wenn er nicht Berufung an den Kaiser eingelegt hätte .",
44026032b,CMN,,亚基帕对非斯都说 ： “这个人若没有向凯撒上诉 ， 早就可以释放了。”,
44026032b,JPN,,そして、アグリッパがフェストに言った、「あの人は、カイザルに上訴していなかったら、ゆるされたであろうに」。,
44027009,ENG,had been lost,"Much time had been lost and sailing was now dangerous . Because the fast was over Paul admonished them ,","past, participle"
44027009,DEU,,"Da aber geraume Zeit verflossen und die Schiffahrt schon gefährlich war , weil sogar das Fasten schon vorüber war , redete ihnen Paulus zu",
44027009,CMN,,过了相当的时候 ， 连禁食节也过去了 ， 所以航行很危险 ， 保罗就劝告他们 ， 说 ：,
44027009,JPN,,長い時が経過し、断食期も過ぎてしまい、すでに航海が危険な季節になったので、パウロは人々に警告して言った、,
44027021,ENG,should not have put out to sea,"After they spent a long time without eating Paul stood up and said : » Sirs , you should listen to me . You should not have put out to sea from Crete to sustain this damage and loss .","should, participle"
44027021,DEU,,"Da trat Paulus , weil man lange ohne Nahrung geblieben war , mitten unter sie und sagte : Man hätte zwar , ihr Männer , auf mich hören und von Kreta nicht abfahren und sich diese Schädigung und den Verlust ersparen sollen .",
44027021,CMN,,大家很久没有吃饭了 ， 保罗就站在他们中间 ， 说 ： “各位 ， 你们本来应该听我的话不离开克里特 ， 就不会遭受这场损失和破坏了。,
44027021,JPN,,みんなの者は、長いあいだ食事もしないでいたが、その時、パウロが彼らの中に立って言った、「皆さん、あなたがたが、わたしの忠告を聞きいれて、クレテから出なかったら、このような危害や損失を被らなくてすんだはずであった。,
44027024,ENG,has given you,"» He said , » Paul , do not be afraid . You must stand before Caessar and God has graciously given you the lives of you and all who sail with you .","present, participle"
44027024,DEU,,"und sprach : Fürchte dich nicht , Paulus , du musst vor den Kaiser treten ; und siehe , Gott hat dir alle geschenkt , die mit dir fahren .",
44027024,CMN,,‘保罗 ， 不要怕。你必定可以站在凯撒面前 ； 神已经把那些和你同船的人赐给你了。’,
44027024,JPN,,『パウロよ、恐れるな。あなたは必ずカイザルの前に立たなければならない。たしかに神は、あなたと同船の者を、ことごとくあなたに賜わっている』。,
44027038,ENG,had eaten,"When they had eaten enough , they lightened the ship by throwing the wheat into the sea .","past, participle"
44027038,DEU,,"Nachdem sie sich nun mit Speise gesättigt hatten , erleichterten sie das Schiff , indem sie das Getreide ins Meer warfen .",
44027038,CMN,,大家吃饱了 ， 把麦子拋在海里 ， 好减轻船的负荷。,
44027038,JPN,,みんなの者は、じゅうぶんに食事をした後、穀物を海に投げすてて舟を軽くした。,
44028017,ENG,had done (nothing against...),"Then after three days he sent for the chief men of the Jews . When they assembled , he said to them : » My brothers , though I had done nothing against the people or the ways of our fathers , I was arrested in Jerusalem and handed over to the Romans .","past, participle"
44028017,DEU,,"ES begab sich aber nach drei Tagen , dass er die Vornehmsten der Juden zusammenrufen liess . Als sie nun zusammengekommen waren , sagte er zu ihnen : Ihr Brüder , wiewohl ich nichts wider das Volk oder die Gebräuche der Väter getan habe , bin ich gefangen von Jerusalem aus in die Hände der Römer überliefert worden .",
44028017,CMN,,过了三天 ， 保罗请犹太人的首领来。他们都到了 ， 保罗说 ： “各位弟兄 ， 我虽然没有作过什么事反对人民或者反对祖先的规例 ， 却被捆绑起来 ， 从耶路撒冷交到罗马人的手里。,
44028017,JPN,,三日たってから、パウロは、重立ったユダヤ人たちを招いた。みんなの者が集まったとき、彼らに言った、「兄弟たちよ、わたしは、わが国民に対しても、あるいは先祖伝来の慣例に対しても、何一つそむく行為がなかったのに、エルサレムで囚人としてローマ人たちの手に引き渡された。,
44028021a,ENG,have not had (letters),"They said to him : » We have not had letters from Judea about you , and none of the brothers have come to us to give an account or say any evil about you .","present, participle"
44028021a,DEU,,"Darauf sagten sie zu ihm : Wir haben weder Briefe über dich aus Judäa empfangen , noch ist jemand von den Brüdern gekommen und hat über dich etwas Böses berichtet oder geredet .",
44028021a,CMN,,他们说 ： “我们没有收到犹太来的信 ， 是提到你的 ， 弟兄中也没有人来报告 ， 或说你什么坏话。,
44028021a,JPN,,そこで彼らは、パウロに言った、「わたしたちは、ユダヤ人たちから、あなたについて、なんの文書も受け取っていないし、また、兄弟たちの中からここにきて、あなたについて不利な報告をしたり、悪口を言ったりした者もなかった。,
44028021b,ENG,have come,"They said to him : » We have not had letters from Judea about you , and none of the brothers have come to us to give an account or say any evil about you .","present, participle"
